,,,Sr #,Compliance name,Country,Sr #,Cyber,Risk Category,Risk level,Service,Rule Name#,CyberQ Rule ID,Rule from Scanner,Match,Implemented in AWAF Folder,Added in Rule Set ,Version,Rational,AWS Ref Link,Remediation Link,Compliance Appliable,CIS Control ID,CIS Control Dis,NIST Control ID,NIST  Control Dis,ISO Control ID,ISO Control Dis,CCM v3 Control ID,CCM v3 Control Dis,AWAF Control ID,AWAF Control Dis,PCI DSS v3.2.1
Control id,PCI DSS v3.2.1
Control dis,GDPR Control ID,GDPR Control dis,,Jira Refernce ,Remediation 
,,,,,,#REF!,,,,EMR,Do cluster sec configs enforce encryption at rest for EMRFS,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,EMR,Do cluster sec configs enforce encryption at rest for EBS,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,EMR,Is cluster termination protection enabled,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,EMR,Is cluster logging enabled,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,EMR,Is EMR public SG block configured for the Account in the region,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,RDS,RDS instances should have encrypted storage,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,RDS,RDS instances that support Kerberos Authentication should be joined to a domain,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,redshift,Redshift clusters should utilize enhanced VPC routing,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,s3,S3 Buckets should have server access logging enabled,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,sagemaker,SageMaker endpoints should be encrypted,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,sagemaker,SageMaker models should have network isolation enabled,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,EC2,Security groups should not allow unrestricted Docker (TCP 2375) access,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,EC2,EC2 instances should be protected by AWS Backup,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,EBS,EBS volumes should be protected by AWS Backup,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,efs,EFS file systems should be protected by AWS Backup,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,CloudFormation,CloudFormation stacks should be monitored for changes,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Glue,AWS Glue crawler security configurations should enable Amazon S3 encryption,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Glue,AWS Glue crawler security configurations should enable Amazon CloudWatch Logs encryption,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Glue,AWS Glue crawler security configurations should enable job bookmark encryption,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Glue,AWS Glue data catalogs should be encrypted at rest,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Glue,AWS Glue data catalogs should be configured to encrypt connection passwords,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Glue,AWS Glue data catalogs should enforce fine-grained access controls with a resource policy,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,IAM,IAM users should not have attached in-line policies,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,IAM,IAM users should not have attached managed policies,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,IAM,The IAM password policy should meet or exceed the AWS CIS Foundations Benchmark standard,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,IAM,There should not be any server certificates stored in AWS IAM,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Lambda,Lambda functions should be deleted after 30 days of no use,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,ACM,ACM Certificates should be monitored for revocation,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,APIGateway,API Gateway Rest APIs should use an API Gateway resource policy,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,APIGateway,API Gateway Rest APIs should use an API Gateway Lambda authorizer,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Cloudfront,Distributions should have a Default Viewer certificate in place,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Cloudfront,Distributions should have Default TLS enabled,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Cloudfront,Distributions using Custom Origins should be using TLSv1.2,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Cloudfront,Trusted signers should have key pairs,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Ec2,EC2 Instances should be configured to use Secure Enclaves,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Ec2,EC2 Instances should not be internet-facing,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Ec2,EC2 Instances should use Source-Destination checks unless absolutely not required,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Ec2,EC2 Instances should use AMIs that are less than 3 months old,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Ec2,Serial port access to EC2 should be prohibited unless absolutely required,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,ECR,ECR Registires should be have a registry policy configured to allow for cross-account recovery,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,ECR,ECR Registires should use image replication to promote disaster recovery readiness,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,ECS,ECS Task Definitions should not run privileged containers if not required,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,ECS,ECS Task Definitions for EC2 should have Docker Security Options (SELinux or AppArmor) configured,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,EFS,EFS File Systems should not use the default file system policy,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,ElastiCache,Elasticsearch Service domains should be in a VPC,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,ELBv2,Application Load Balancers should have HTTP Desync protection enabled,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,IAM,Group inline policies should follow least privilege principles,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,IAM,Role inline policies should follow least privilege principles,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,IAM,Managed policies should follow least privilege principles,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,IAM,User inline policies should follow least privilege principles,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,ImageBuilder,Image pipeline tests should be enabled,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,ImageBuilder,Image recipes should encrypt EBS volumes,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Lambda,Lambda function Layers should not be publicly shared,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,RDS,RDS Aurora Clusters should use Database Activity Streams,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,RDS,RDS Aurora Clusters should be encrypted,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Secrets,CloudFormation Stack parameters should not have secrets stored in Plaintext,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Secrets,CodeBuild Project environment variabless should not have secrets stored in Plaintext,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Secrets,EC2 User Data should not have secrets stored in Plaintext,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Secrets,ECS Task Definition environment variables should not have secrets stored in Plaintext,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,SecSvcs,Amazon Macie V2 should be enabled,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,SecSvcs,AWS WAFv2 Regional Web ACLs should be used,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,SecSvcs,AWS WAFv2 Global (CloudFront) Web ACLs should be used,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,EC2,Security groups should not allow unrestricted NFS (TCP 2049) access,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,EC2,Security groups should not allow unrestricted Rsync (TCP 873) access,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,EC2,Security groups should not allow unrestricted TFTP (UDP 69) access,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Shield,Resources under attack in the last week,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Shield,Route 53 Hosted Zones should be protected by Shield Advanced,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,Shield,Global Accelerator Accelerators should be protected by Shield Advanced,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,SQS,SQS messages should not be older than 80 percent of message retention,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,VPC,Subnets should not automatically map Public IP addresses on launch,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,VPC,Subnets should be monitored for available IP address space,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,WAFv2,WAFv2 Web ACLs should have CloudWatch Metrics enabled,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,WAFv2,WAFv2 Web ACLs should have Request Sampling enabled,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,WAFv2,WAFv2 Global Web ACLs should have CloudWatch Metrics enabled,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,WAFv2,WAFv2 Global Web ACLs should have Request Sampling enabled,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,X-Ray,X-Ray Encryption Configure should use a KMS CMK,,#REF!,#REF!,N,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,#REF!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
